step,loss,lr,norm,dt,tokens_per_sec
87,7.323120594024658,7.384615384615383e-05,0.8501485586166382,0.4593808650970459,1141292.639364163
88,7.3028764724731445,7.468531468531468e-05,1.2441763877868652,0.46002674102783203,1139690.2685017611
89,7.334587097167969,7.552447552447551e-05,0.9224554896354675,0.4570291042327881,1147165.4543316646
90,7.248837947845459,7.636363636363636e-05,1.116123914718628,0.4577596187591553,1145334.753251461
91,7.235656261444092,7.72027972027972e-05,1.3001463413238525,0.4564015865325928,1148742.7201626506
92,7.2639875411987305,7.804195804195804e-05,1.1399269104003906,0.458082914352417,1144526.424307215
93,7.32066535949707,7.888111888111888e-05,0.8796253800392151,0.4587886333465576,1142765.8880205208
94,7.324589252471924,7.972027972027971e-05,0.7855897545814514,0.4578664302825928,1145067.5684531233
95,7.310286998748779,8.055944055944056e-05,0.8417928814888,0.4578366279602051,1145142.1052436435
96,7.259044170379639,8.139860139860139e-05,0.676770031452179,0.45740604400634766,1146220.096717227
97,7.215215682983398,8.223776223776224e-05,0.8406402468681335,0.4568605422973633,1147588.709157442
98,7.243536949157715,8.307692307692307e-05,0.7380876541137695,0.456683874130249,1148032.653875731
99,7.1884379386901855,8.391608391608391e-05,1.1838431358337402,0.4575362205505371,1145893.9783371529
100,7.243412494659424,8.475524475524474e-05,1.4760768413543701,0.45763421058654785,1145648.6160158836
101,7.159482002258301,8.559440559440559e-05,1.103403925895691,0.45711588859558105,1146947.662683078
102,7.14564323425293,8.643356643356642e-05,0.9245821237564087,0.4570341110229492,1147152.8871806108
103,7.031656742095947,8.727272727272727e-05,0.8617919087409973,0.4574167728424072,1146193.2118099914
104,7.120016098022461,8.811188811188812e-05,1.115061640739441,0.4586982727050781,1142991.0056301716
105,7.1231279373168945,8.895104895104894e-05,0.6368486881256104,0.4580364227294922,1144642.596053185
106,7.077585220336914,8.979020979020979e-05,0.9451441168785095,0.45795106887817383,1144855.9368675116
107,7.019540786743164,9.062937062937062e-05,1.1676400899887085,0.45836448669433594,1143823.3441274993
108,7.074013710021973,9.146853146853147e-05,0.8802611827850342,0.4586310386657715,1143158.564944132
109,7.100876808166504,9.230769230769229e-05,1.4372309446334839,0.4579603672027588,1144832.691969336
110,7.023557662963867,9.314685314685314e-05,0.6845832467079163,0.45871877670288086,1142939.9157549404
111,6.998586654663086,9.398601398601398e-05,1.0254360437393188,0.4576694965362549,1145560.287429966
112,6.9690141677856445,9.482517482517482e-05,1.1622776985168457,0.4570493698120117,1147114.588989903
113,7.024651050567627,9.566433566433565e-05,0.8657744526863098,0.45742106437683105,1146182.4582002258
114,7.016097545623779,9.650349650349649e-05,0.6877632737159729,0.4572415351867676,1146632.4899505165
115,6.98534631729126,9.734265734265733e-05,1.1209635734558105,0.45735836029052734,1146339.600454569
116,6.906739711761475,9.818181818181818e-05,1.370847463607788,0.4569094181060791,1147465.951070148
117,6.826179027557373,9.9020979020979e-05,0.689222514629364,0.4578568935394287,1145091.4191703668
118,6.848002910614014,9.986013986013985e-05,0.7325119972229004,0.457195520401001,1146747.8936367377
119,6.895515441894531,0.0001006993006993007,1.0966377258300781,0.4585139751434326,1143450.4255535328
120,6.850579261779785,0.00010153846153846153,0.9894056916236877,0.45846056938171387,1143583.6253204106
121,6.832289695739746,0.00010237762237762237,1.0117876529693604,0.4589271545410156,1142420.9589958854
122,6.816336631774902,0.0001032167832167832,0.8094111680984497,0.4594135284423828,1141211.4958337657
123,6.809479713439941,0.00010405594405594405,1.1221013069152832,0.45860838890075684,1143215.0232939944
124,6.820788383483887,0.0001048951048951049,0.8448801636695862,0.45812058448791504,1144432.31269786
125,6.80565071105957,0.00010573426573426572,0.6942753791809082,0.4582986831665039,1143987.5767862976
126,6.804788112640381,0.00010657342657342656,1.0903552770614624,0.4573087692260742,1146463.9107780023
127,6.75731086730957,0.0001074125874125874,1.4858318567276,0.4582488536834717,1144111.972753878
128,6.720253944396973,0.00010825174825174824,0.9565795660018921,0.4578118324279785,1145204.1272491124
129,6.698442459106445,0.00010909090909090909,1.213614583015442,0.4581916332244873,1144254.8531721646
130,6.757811069488525,0.00010993006993006991,0.9619011282920837,0.457366943359375,1146318.0879428838
131,6.710809707641602,0.00011076923076923076,1.0237606763839722,0.45742177963256836,1146180.6659515493
132,6.71349573135376,0.00011160839160839161,0.8295614719390869,0.45758581161499023,1145769.7915711
133,6.622628211975098,0.00011244755244755244,0.9805247187614441,0.4562234878540039,1149191.1616961234
134,6.620014190673828,0.00011328671328671328,1.2161203622817993,0.4600234031677246,1139698.5379216555
135,6.688128471374512,0.00011412587412587411,0.6579280495643616,0.4584791660308838,1143537.2397372648
136,6.667585849761963,0.00011496503496503496,1.245840311050415,0.4563438892364502,1148887.9600803533
137,6.686448574066162,0.0001158041958041958,1.1387274265289307,0.45861387252807617,1143201.3539187114
138,6.6104841232299805,0.00011664335664335663,1.093915343284607,0.45813775062561035,1144389.4315280898
139,6.707986354827881,0.00011748251748251747,1.1153837442398071,0.45639610290527344,1148756.5223772686
140,6.812841415405273,0.00011832167832167831,0.6882986426353455,0.45918893814086914,1141769.6648414468
141,6.6988935470581055,0.00011916083916083916,0.9299652576446533,0.4582538604736328,1144099.4724149557
142,6.755083084106445,0.00011999999999999998,0.8168694376945496,0.4580979347229004,1144488.896936716
143,6.691892147064209,0.00012083916083916082,1.0245721340179443,0.4586029052734375,1143228.6929961736
144,6.693945407867432,0.00012167832167832167,1.0275371074676514,0.45836520195007324,1143821.5592489662
145,6.689090728759766,0.0001225174825174825,1.1635255813598633,0.4577932357788086,1145250.6481623063
146,6.698269367218018,0.00012335664335664333,1.3879594802856445,0.45617246627807617,1149319.6954162542
147,6.689164161682129,0.00012419580419580417,0.749984085559845,0.457977294921875,1144790.3767575133
148,6.685264587402344,0.00012503496503496502,0.9018596410751343,0.4587876796722412,1142768.2634689587
149,6.679172515869141,0.00012587412587412587,1.2003487348556519,0.45835423469543457,1143848.9279986185
150,6.661233425140381,0.0001267132867132867,0.6784650683403015,0.45767736434936523,1145540.594399569
151,6.576382160186768,0.00012755244755244754,1.0494191646575928,0.4587845802307129,1142775.9837445864
152,6.604212760925293,0.00012839160839160838,1.2906968593597412,0.458270788192749,1144057.2113871768
153,6.666073322296143,0.00012923076923076923,0.839603066444397,0.45831823348999023,1143938.778101113
154,6.5781426429748535,0.00013006993006993005,1.2391107082366943,0.45854783058166504,1143366.002484286
155,6.532970428466797,0.0001309090909090909,0.737144947052002,0.4576742649078369,1145548.3521792016
156,6.60528564453125,0.00013174825174825175,0.8656338453292847,0.45784521102905273,1145120.6376530847
157,6.64958381652832,0.00013258741258741257,0.7040354609489441,0.4576733112335205,1145550.7392094585
158,6.637837886810303,0.00013342657342657342,0.9546895027160645,0.45780420303344727,1145223.2122947448
159,6.559222221374512,0.00013426573426573424,1.0752506256103516,0.45566368103027344,1150603.0035454314
160,6.497889995574951,0.00013510489510489508,0.8009563088417053,0.4578700065612793,1145058.6246903064
161,6.589141368865967,0.00013594405594405593,1.154388427734375,0.4581582546234131,1144338.2165643678
162,6.477667331695557,0.00013678321678321678,0.8944658637046814,0.4576103687286377,1145708.305204295
163,6.43947696685791,0.0001376223776223776,0.9813207983970642,0.45789527893066406,1144995.4260816681
164,6.489616870880127,0.00013846153846153845,2.02291202545166,0.45836877822875977,1143812.6349398554
165,6.503279209136963,0.0001393006993006993,0.8027352094650269,0.4585533142089844,1143352.3294982822
166,6.377161026000977,0.00014013986013986014,2.0601632595062256,0.45766520500183105,1145571.0293682965
167,6.459242820739746,0.00014097902097902096,1.0710748434066772,0.45890307426452637,1142480.9058868578
168,6.422252655029297,0.0001418181818181818,0.9719504117965698,0.4582858085632324,1144019.7147794962
169,6.459113121032715,0.00014265734265734266,1.2297958135604858,0.4562985897064209,1149002.0171601297
170,6.425684928894043,0.00014349650349650348,0.9419833421707153,0.45813608169555664,1144393.600389683
171,6.453580856323242,0.00014433566433566433,1.002448320388794,0.4586801528930664,1143036.158624088
172,6.436394691467285,0.00014517482517482515,0.9449387788772583,0.45793843269348145,1144887.5276011815
173,6.385027885437012,0.000146013986013986,0.9009708762168884,0.45807957649230957,1144534.764057096
174,6.361382007598877,0.00014685314685314684,1.2405261993408203,0.4589686393737793,1142317.6989071476
175,6.426774978637695,0.00014769230769230766,0.7862000465393066,0.4591691493988037,1141818.8715127253
176,6.360587120056152,0.0001485314685314685,0.7939953207969666,0.45647478103637695,1148558.5223561758
177,6.39506196975708,0.00014937062937062936,0.8183837532997131,0.46105456352233887,1137149.5729151315
178,6.331170082092285,0.0001502097902097902,1.1207973957061768,0.45830655097961426,1143967.9377904434
179,6.312147617340088,0.00015104895104895103,1.0007814168930054,0.4569408893585205,1147386.920737221
180,6.306328773498535,0.00015188811188811187,1.1070609092712402,0.458390474319458,1143758.4971161883
181,6.34197998046875,0.00015272727272727272,1.2195035219192505,0.45775365829467773,1145349.6667906276
182,6.327583312988281,0.00015356643356643357,0.8004481792449951,0.45817017555236816,1144308.4425299407
183,6.322813034057617,0.0001544055944055944,0.8604698181152344,0.45818376541137695,1144274.5020205416
184,6.344221115112305,0.00015524475524475524,0.7160125970840454,0.45861148834228516,1143207.2970851902
185,6.393111228942871,0.00015608391608391608,0.7200658917427063,0.4580507278442383,1144606.8483888227
186,6.416903495788574,0.0001569230769230769,1.045073390007019,0.4563448429107666,1148885.5591220497
187,6.487990379333496,0.00015776223776223775,1.3835234642028809,0.4583163261413574,1143943.5387651783
188,6.4314093589782715,0.00015860139860139857,0.7638515830039978,1.6236045360565186,322916.07245284837
189,6.380217552185059,0.00015944055944055942,0.7729607224464417,1.0661742687225342,491747.0017619071
190,6.42599630355835,0.00016027972027972027,1.0061073303222656,0.4566538333892822,1148108.1766219663
191,6.437541961669922,0.00016111888111888112,1.287432074546814,0.45922088623046875,1141690.2316957684
192,6.399503707885742,0.00016195804195804194,1.0181419849395752,0.45726704597473145,1146568.5196762946
193,6.377294540405273,0.00016279720279720278,1.6450905799865723,0.4568748474121094,1147552.7772424791
194,6.362143039703369,0.00016363636363636363,0.9043364524841309,0.45819854736328125,1144237.5865594351
195,6.319016456604004,0.00016447552447552448,0.907127320766449,0.4584650993347168,1143572.3259214268
196,6.381895065307617,0.0001653146853146853,0.9948571920394897,0.45827269554138184,1144052.4497769407
197,6.396536827087402,0.00016615384615384615,0.8027642369270325,0.4562966823577881,1149006.8200603288
198,6.324328422546387,0.000166993006993007,0.8932122588157654,0.46099352836608887,1137300.1305641911
199,6.307309150695801,0.00016783216783216782,0.7330543398857117,0.4581918716430664,1144254.2577630507
200,6.343845844268799,0.00016867132867132866,0.7043684124946594,0.45548081398010254,1151064.9491877463
201,6.326886177062988,0.00016951048951048948,0.9558338522911072,0.45830631256103516,1143968.5329016228
202,6.319622993469238,0.00017034965034965033,1.0084818601608276,0.4581112861633301,1144455.5413399616
203,6.304452419281006,0.00017118881118881118,1.1080877780914307,0.45807385444641113,1144549.0610539422
204,6.369431018829346,0.000172027972027972,0.8658760786056519,0.45717740058898926,1146793.3439504032
205,6.322545528411865,0.00017286713286713285,0.724759578704834,0.4580214023590088,1144680.1335040012
206,6.29660177230835,0.0001737062937062937,0.8623332977294922,0.45783424377441406,1145148.0686060898
207,6.289720058441162,0.00017454545454545454,0.6019524335861206,0.4586215019226074,1143182.3362012228
208,6.225002765655518,0.00017538461538461536,0.7961434125900269,0.45842576026916504,1143670.4597319397
209,6.172021389007568,0.00017622377622377624,0.8329896330833435,0.4580514430999756,1144605.0610642163
210,6.267381191253662,0.00017706293706293706,0.8246254920959473,0.4568312168121338,1147662.376618205
211,6.268266677856445,0.00017790209790209788,0.7430635094642639,0.4587900638580322,1142762.3248663803
212,6.30655574798584,0.00017874125874125873,0.8231250047683716,0.4585878849029541,1143266.1377675717
213,6.295917510986328,0.00017958041958041957,0.9614772796630859,0.45766425132751465,1145573.4164930612
214,6.245395660400391,0.0001804195804195804,1.3892512321472168,0.45720791816711426,1146716.7981293956
215,6.234139919281006,0.00018125874125874124,0.9087808728218079,0.4578125476837158,1145202.3380586968
216,6.218565464019775,0.00018209790209790206,0.9292120337486267,0.4584619998931885,1143580.0570650294
217,6.230877876281738,0.00018293706293706294,1.5046155452728271,0.4584958553314209,1143495.6148535337
218,6.198795318603516,0.00018377622377622376,0.9352717399597168,0.45847582817077637,1143545.565077663
219,6.188820838928223,0.00018461538461538458,0.9881802797317505,0.4583399295806885,1143884.6283361
220,6.159961223602295,0.00018545454545454545,1.262540340423584,0.4563775062561035,1148803.3323574616
221,6.182456970214844,0.00018629370629370627,1.137272596359253,0.4594871997833252,1141028.521027859
222,6.125646591186523,0.0001871328671328671,1.0809561014175415,0.45910191535949707,1141986.087314533
223,6.124938011169434,0.00018797202797202797,1.2516075372695923,0.45806384086608887,1144574.0816579128
224,6.15078067779541,0.0001888111888111888,1.255033016204834,0.4582953453063965,1143995.908685225
225,6.113678455352783,0.00018965034965034964,0.7808812260627747,0.4583156108856201,1143945.3240244184
226,6.1373372077941895,0.00019048951048951048,0.6604164838790894,0.45868349075317383,1143027.8406992615
227,6.153226852416992,0.0001913286713286713,0.8681823015213013,0.4592885971069336,1141521.9173793965
228,6.114850997924805,0.00019216783216783215,0.6784493327140808,0.45794153213500977,1144879.7787692908
229,6.104378700256348,0.00019300699300699297,0.7786055207252502,0.45893168449401855,1142409.682561007
230,6.128185272216797,0.00019384615384615385,0.7677981853485107,0.45908379554748535,1142031.160944713
231,6.200990200042725,0.00019468531468531467,0.8832197785377502,0.45901966094970703,1142190.7264609395
232,6.281676769256592,0.0001955244755244755,1.2772276401519775,0.4586474895477295,1143117.5618490758
233,6.275729179382324,0.00019636363636363636,1.5026402473449707,0.45804286003112793,1144626.5093279048
234,6.280583381652832,0.00019720279720279718,1.0728813409805298,0.4596104621887207,1140722.509890826
235,6.265419006347656,0.000198041958041958,1.1115299463272095,0.4592561721801758,1141602.5124085015
236,6.234495639801025,0.00019888111888111888,0.889531672000885,0.458925724029541,1142424.5200215701
237,6.244049072265625,0.0001997202797202797,0.6430759429931641,0.4558601379394531,1150107.141128526
238,6.227660179138184,0.00020055944055944055,0.7858461737632751,0.4585282802581787,1143414.7523131936
239,6.204132080078125,0.0002013986013986014,0.7462723851203918,0.45833563804626465,1143895.338871899
240,6.229705810546875,0.00020223776223776222,0.7219547629356384,0.45485925674438477,1152637.8593513637
241,6.237878799438477,0.00020307692307692306,1.1285922527313232,0.4593687057495117,1141322.8490272649
242,6.213396072387695,0.00020391608391608388,1.0195207595825195,0.45874834060668945,1142866.2593234344
243,6.15658712387085,0.00020475524475524473,0.9862799048423767,0.45816802978515625,1144313.8017417947
244,6.127035617828369,0.00020559440559440558,1.1376934051513672,0.4590132236480713,1142206.7447929895
245,6.139719486236572,0.0002064335664335664,0.792145311832428,0.45793795585632324,1144888.7197384746
246,6.198630332946777,0.00020727272727272727,0.7411438822746277,0.4584171772003174,1143691.8729834128
247,6.189999580383301,0.0002081118881118881,0.7231215238571167,0.4580981731414795,1144488.3012840096
248,6.101272106170654,0.00020895104895104892,0.7516694664955139,0.45820021629333496,1144233.4188344344
249,6.159548282623291,0.0002097902097902098,0.8635186553001404,0.4583745002746582,1143798.3563349321
250,6.157273292541504,0.0002106293706293706,0.8526816964149475,12.281839847564697,42688.06681304824
251,6.137264728546143,0.00021146853146853143,0.9311853051185608,0.4543321132659912,1153975.2192094172
252,6.163388729095459,0.0002123076923076923,0.9377149939537048,0.45833683013916016,1143892.363702947
253,6.115574836730957,0.00021314685314685313,1.1052144765853882,0.4575192928314209,1145936.3751752889
254,6.116028308868408,0.00021398601398601397,0.7828065156936646,0.4574313163757324,1146156.7698381012
255,6.076195240020752,0.0002148251748251748,0.9935501217842102,0.4585752487182617,1143297.6408242886
256,6.0679168701171875,0.00021566433566433564,0.9905840158462524,0.4581453800201416,1144370.3742618784
257,6.078455448150635,0.0002165034965034965,0.9764658212661743,0.4576230049133301,1145676.669159794
258,6.089212894439697,0.0002173426573426573,0.9784613847732544,0.45754098892211914,1145882.03613216
259,6.019903182983398,0.00021818181818181818,1.2565515041351318,0.4582235813140869,1144175.0738721357
260,6.075267314910889,0.000219020979020979,0.8587563037872314,0.45749878883361816,1145987.733293588
261,6.026293754577637,0.00021986013986013983,0.7399019598960876,0.4576094150543213,1145710.6929012015
262,6.025751113891602,0.0002206993006993007,0.7678208947181702,0.4573674201965332,1146316.89282702
263,6.005174160003662,0.00022153846153846152,0.7524551153182983,0.45774054527282715,1145382.4779439378
264,6.047151565551758,0.00022237762237762234,0.7523728013038635,0.45702648162841797,1147172.0372349638
265,6.049537181854248,0.00022321678321678322,0.6880300641059875,0.45766234397888184,1145578.1907724366
266,6.007622241973877,0.00022405594405594404,0.689855694770813,0.45814943313598633,1144360.2503473635
267,6.024526596069336,0.00022489510489510488,0.7046868801116943,0.4577357769012451,1145394.4097385101
268,6.035917282104492,0.0002257342657342657,0.8367952704429626,0.4576096534729004,1145710.0959760419
269,5.959753513336182,0.00022657342657342655,0.8502871990203857,0.45801639556884766,1144692.6465347256
270,5.952718257904053,0.0002274125874125874,0.967116117477417,0.4573841094970703,1146275.0653416791
271,5.934985160827637,0.00022825174825174822,0.8839040994644165,0.4574744701385498,1146048.6523788206
272,5.957468032836914,0.00022909090909090904,0.6920719742774963,0.45742011070251465,1146184.847873847
273,5.93035888671875,0.00022993006993006992,0.690246045589447,0.45761585235595703,1145694.576140212
274,5.957187175750732,0.00023076923076923074,0.752264142036438,0.4581756591796875,1144294.7469943718
275,6.020351409912109,0.0002316083916083916,0.5742840766906738,0.45784759521484375,1145114.6745763277
276,6.0062994956970215,0.00023244755244755243,0.7463346719741821,0.45866990089416504,1143061.70729301
277,6.029479503631592,0.00023328671328671325,0.8708632588386536,0.45764613151550293,1145618.7737538859
278,6.066210746765137,0.00023412587412587413,1.251654863357544,0.4588661193847656,1142572.9158277148
279,6.102377414703369,0.00023496503496503495,1.2033778429031372,0.4584949016571045,1143497.9933366857
280,6.068075180053711,0.00023580419580419577,1.2680808305740356,0.45826125144958496,1144081.020032912
281,6.0653157234191895,0.00023664335664335662,1.1227247714996338,0.457686185836792,1145518.5151403232
282,6.115932941436768,0.00023748251748251746,0.6938281059265137,0.4583897590637207,1143760.281797916
283,6.06190824508667,0.0002383216783216783,0.9706619381904602,0.45837974548339844,1143785.267926915
284,6.063279628753662,0.00023916083916083913,1.220792531967163,0.45757365226745605,1145800.238719927
285,6.067554473876953,0.00023999999999999995,1.0081206560134888,0.4588475227355957,1142619.2232100454
286,6.035913944244385,0.00024083916083916083,1.0744130611419678,0.4577205181121826,1145432.5931517503
287,6.047699928283691,0.00024167832167832165,0.9389489889144897,0.4581918716430664,1144254.2577630507
288,5.99074649810791,0.00024251748251748252,0.9529366493225098,0.4582819938659668,1144029.2374946284
289,6.008009433746338,0.00024335664335664334,0.884671688079834,0.45842552185058594,1143671.0545336534
290,6.021296977996826,0.0002441958041958042,1.1361849308013916,0.4580211639404297,1144680.7293564037
291,5.950214862823486,0.000245034965034965,1.0639265775680542,0.458118200302124,1144438.2686700455
292,6.005775451660156,0.00024587412587412583,0.9203110337257385,0.4577677249908447,1145314.4714614507
293,6.0205278396606445,0.00024671328671328665,0.9853744506835938,0.4586033821105957,1143227.5043134417
294,6.013055801391602,0.0002475524475524475,1.0250675678253174,0.45795464515686035,1144846.9964103517
295,5.991342544555664,0.00024839160839160835,0.7357246279716492,0.4581756591796875,1144294.7469943718
