step,loss,lr,norm,dt,tokens_per_sec
1927,3.6265790462493896,0.0005942133052181816,0.35152870416641235,0.4591526985168457,1141859.7814922014
1928,3.618973731994629,0.000594203786604626,0.3253357410430908,0.4584314823150635,1143656.1846764174
1929,3.63948917388916,0.0005941942602537948,0.3154411315917969,0.4589099884033203,1142463.6927693568
1930,3.6186599731445312,0.0005941847261659674,0.30051323771476746,0.45833849906921387,1143888.1984924139
1931,3.6446805000305176,0.0005941751843414229,0.3067411184310913,0.459026575088501,1142173.5220862029
1932,3.5885190963745117,0.0005941656347804407,0.2767415940761566,0.45853352546691895,1143401.6726827642
1933,3.6111855506896973,0.0005941560774833004,0.2953728437423706,0.45821499824523926,1144196.5060240086
1934,3.5543055534362793,0.0005941465124502819,0.3009268343448639,0.4591176509857178,1141946.9473115716
1935,3.5237009525299072,0.0005941369396816657,0.2988140881061554,0.45862412452697754,1143175.7990069708
1936,3.575089931488037,0.0005941273591777315,0.31308886408805847,0.45844292640686035,1143627.6356344153
1937,3.5598349571228027,0.0005941177709387602,0.281090646982193,0.458648681640625,1143114.590724599
1938,3.5712974071502686,0.0005941081749650326,0.2757912874221802,0.4585914611816406,1143257.222123327
1939,3.525297164916992,0.0005940985712568298,0.2887837290763855,0.4580409526824951,1144631.2757178855
1940,3.5943400859832764,0.0005940889598144328,0.2936692237854004,0.4587419033050537,1142882.2966088613
1941,3.576259136199951,0.0005940793406381231,0.28891974687576294,0.45865607261657715,1143096.170097565
1942,3.5701234340667725,0.0005940697137281827,0.3120907247066498,0.4578230381011963,1145176.0972415556
1943,3.558011531829834,0.0005940600790848934,0.33892133831977844,0.4583730697631836,1143801.925952742
1944,3.5319082736968994,0.000594050436708537,0.33698970079421997,0.4584696292877197,1143561.0267457322
1945,3.5593326091766357,0.0005940407865993964,0.3409562110900879,0.45815563201904297,1144344.7670598717
1946,3.5770914554595947,0.0005940311287577539,0.34675902128219604,0.45827507972717285,1144046.4978198835
1947,3.6813061237335205,0.0005940214631838924,0.32994309067726135,0.4577353000640869,1145395.60293164
1948,3.7102324962615967,0.000594011789878095,0.3462693691253662,0.4581751823425293,1144295.9378974943
1949,3.6610586643218994,0.000594002108840645,0.38172757625579834,0.4584488868713379,1143612.766906204
1950,3.667168617248535,0.0005939924200718258,0.3740125596523285,0.45775437355041504,1145347.8771454212
1951,3.703132152557373,0.0005939827235719212,0.3487774133682251,0.4586303234100342,1143160.3477541218
1952,3.708418369293213,0.0005939730193412153,0.33375024795532227,0.4582083225250244,1144213.1760305744
1953,3.6601061820983887,0.000593963307379992,0.34806254506111145,0.4582557678222656,1144094.7104529298
1954,3.6744065284729004,0.0005939535876885358,0.3182329833507538,0.4584941864013672,1143499.777205543
1955,3.6849169731140137,0.0005939438602671316,0.3105715215206146,0.45888829231262207,1142517.7080848769
1956,3.7437214851379395,0.000593934125116064,0.29664236307144165,0.4593510627746582,1141366.6854999694
1957,3.6877787113189697,0.0005939243822356182,0.3368197977542877,0.4590339660644531,1142155.1317759883
1958,3.7112247943878174,0.0005939146316260796,0.3593468964099884,0.4586455821990967,1143122.3156803637
1959,3.6758716106414795,0.0005939048732877335,0.33715328574180603,0.45879507064819336,1142749.8540018687
1960,3.6298863887786865,0.000593895107220866,0.31719285249710083,0.45845603942871094,1143594.9249426909
1961,3.7585763931274414,0.0005938853334257626,0.313952773809433,0.45865941047668457,1143087.8512993066
1962,3.7195751667022705,0.0005938755519027102,0.3094450831413269,0.4577171802520752,1145440.9461127562
1963,3.688715696334839,0.0005938657626519948,0.3369212746620178,0.45844340324401855,1143626.4461219304
1964,3.6160359382629395,0.0005938559656739032,0.3378109931945801,0.45891594886779785,1142448.8542912554
1965,3.6474175453186035,0.0005938461609687224,0.333361953496933,0.45921874046325684,1141695.5664115574
1966,3.6411383152008057,0.0005938363485367393,0.3205147981643677,0.4579503536224365,1144857.7249757
1967,3.674241065979004,0.0005938265283782413,0.2926473617553711,0.4583559036254883,1143844.7631044004
1968,3.6158385276794434,0.0005938167004935163,0.276802659034729,0.4591076374053955,1141971.854275754
1969,3.6844537258148193,0.0005938068648828519,0.29182276129722595,0.4583249092102051,1143922.11608892
1970,3.577920436859131,0.0005937970215465359,0.29396283626556396,0.4585239887237549,1143425.454051578
1971,3.5841782093048096,0.000593787170484857,0.29163169860839844,0.45902371406555176,1142180.6410749578
1972,3.6111576557159424,0.0005937773116981035,0.33007553219795227,0.4579339027404785,1144898.8530057052
1973,3.609182834625244,0.0005937674451865641,0.30759623646736145,0.45879650115966797,1142746.290947716
1974,3.562011480331421,0.0005937575709505276,0.3593830168247223,0.45836734771728516,1143816.2046467888
1975,3.557260513305664,0.0005937476889902834,0.37183308601379395,0.45850419998168945,1143474.8035480103
1976,3.6001415252685547,0.0005937377993061209,0.29501497745513916,0.4585304260253906,1143409.401519122
1977,3.569603443145752,0.0005937279018983293,0.301100492477417,0.4576594829559326,1145585.3522661147
1978,3.573814868927002,0.0005937179967671991,0.3162982165813446,0.45864439010620117,1143125.2868449972
1979,3.631711006164551,0.0005937080839130201,0.30865970253944397,0.45891237258911133,1142457.757331862
1980,3.575814962387085,0.0005936981633360824,0.28632521629333496,0.45841407775878906,1143699.605743506
1981,3.4810378551483154,0.0005936882350366767,0.27611973881721497,0.4578673839569092,1145065.1834360445
1982,3.5464868545532227,0.0005936782990150938,0.30206745862960815,0.45833325386047363,1143901.2892562328
1983,3.6755926609039307,0.0005936683552716245,0.3343501091003418,0.4585108757019043,1143458.155048998
1984,3.5596251487731934,0.0005936584038065602,0.3874956965446472,0.4587066173553467,1142970.2126879266
1985,3.5647873878479004,0.0005936484446201922,0.3407380282878876,0.458709716796875,1142962.4897877718
1986,3.5865471363067627,0.0005936384777128123,0.29443854093551636,0.4585390090942383,1143387.9988436252
1987,3.603837490081787,0.0005936285030847125,0.2858888804912567,0.45853257179260254,1143404.0507751303
1988,3.567514181137085,0.0005936185207361844,0.3044733703136444,0.4585707187652588,1143308.9347956858
1989,3.610858201980591,0.0005936085306675206,0.298871785402298,0.4581584930419922,1144337.621068495
1990,3.5561652183532715,0.0005935985328790138,0.33151036500930786,0.4583468437194824,1143867.3728947393
1991,3.550713062286377,0.0005935885273709567,0.3071538507938385,0.4581918716430664,1144254.2577630507
1992,3.63423752784729,0.0005935785141436424,0.2687467634677887,0.45763421058654785,1145648.6160158836
1993,3.633728265762329,0.0005935684931973639,0.2838211953639984,0.4581491947174072,1144360.8458667882
1994,3.6719577312469482,0.0005935584645324148,0.3208731412887573,0.4582700729370117,1144058.997001234
1995,3.698298454284668,0.0005935484281490888,0.3905920684337616,0.45841360092163086,1143700.795408186
1996,3.6754164695739746,0.00059353838404768,0.41113021969795227,0.4597163200378418,1140459.8382690502
1997,3.695394992828369,0.0005935283322284822,0.36482536792755127,0.458876371383667,1142547.389003916
1998,3.677557945251465,0.0005935182726917898,0.3643321692943573,0.4578115940093994,1145204.7236471598
1999,3.709195613861084,0.0005935082054378978,0.4180294871330261,0.45818662643432617,1144267.3569066913
2000,3.6447250843048096,0.0005934981304671007,0.44010961055755615,12.005185842514038,43671.79374627719
2001,3.6801247596740723,0.0005934880477796935,0.3303473889827728,0.45681190490722656,1147710.8945014842
2002,3.6256415843963623,0.0005934779573759717,0.3243670165538788,0.4584064483642578,1143718.640675385
2003,3.604431629180908,0.0005934678592562305,0.3424873352050781,0.45813989639282227,1144384.071607814
2004,3.6817915439605713,0.0005934577534207658,0.2977808713912964,0.4593801498413086,1141294.4163588993
2005,3.608365297317505,0.0005934476398698737,0.26637643575668335,0.45856809616088867,1143315.4735126917
2006,3.685302734375,0.0005934375186038502,0.30300745368003845,0.4543149471282959,1154018.8217755118
2007,3.664271116256714,0.0005934273896229917,0.3237568438053131,0.45845651626586914,1143593.7354982512
2008,3.5801005363464355,0.0005934172529275948,0.3694901168346405,0.45833516120910645,1143896.5289438134
2009,3.6421337127685547,0.0005934071085179563,0.33643460273742676,0.4584200382232666,1143684.7351438277
2010,3.677388906478882,0.0005933969563943738,0.3260648548603058,0.45836353302001953,1143825.7239742088
2011,3.6776208877563477,0.000593386796557144,0.3670755624771118,0.4583280086517334,1143914.380319679
2012,3.623643398284912,0.0005933766290065646,0.34881097078323364,0.45745229721069336,1146104.2018956644
2013,3.6204988956451416,0.0005933664537429333,0.29359012842178345,0.4590189456939697,1142192.5062534248
2014,3.6844382286071777,0.0005933562707665485,0.3554452061653137,0.46011781692504883,1139464.6777727457
2015,3.6491658687591553,0.0005933460800777077,0.30868008732795715,0.45769548416137695,1145495.243328954
2016,3.6244640350341797,0.0005933358816767099,0.3244229257106781,0.4570479393005371,1147118.1793366503
2017,3.5905027389526367,0.0005933256755638538,0.3656977117061615,0.45781373977661133,1145199.3560870946
2018,3.612678050994873,0.0005933154617394378,0.34387800097465515,0.45792579650878906,1144919.1200783057
2019,3.6104817390441895,0.0005933052402037615,0.392375111579895,0.45771288871765137,1145451.6858130617
2020,3.650171995162964,0.0005932950109571239,0.3630605936050415,0.45865726470947266,1143093.1990842875
2021,3.5992724895477295,0.0005932847739998246,0.33840736746788025,0.45791125297546387,1144955.4833894698
2022,3.603222131729126,0.0005932745293321638,0.31197166442871094,0.45835161209106445,1143855.4728936688
2023,3.596015691757202,0.0005932642769544412,0.30488455295562744,0.4584343433380127,1143649.047282289
2024,3.606889247894287,0.0005932540168669569,0.2633843421936035,0.45771360397338867,1145449.895849025
2025,3.6186892986297607,0.0005932437490700116,0.3078879714012146,0.4578065872192383,1145217.2481496527
2026,3.5601601600646973,0.0005932334735639058,0.29870840907096863,0.45802783966064453,1144664.0457236136
2027,3.568481922149658,0.0005932231903489405,0.2889437973499298,0.4585607051849365,1143333.9012084687
2028,3.5177462100982666,0.000593212899425417,0.2802562117576599,0.4585387706756592,1143388.5933515697
2029,3.541455030441284,0.0005932026007936366,0.275476336479187,0.4581751823425293,1144295.9378974943
2030,3.5602049827575684,0.0005931922944539009,0.26934346556663513,0.4585695266723633,1143311.9069305079
2031,3.573129177093506,0.0005931819804065115,0.27797219157218933,0.45791077613830566,1144956.6756682878
2032,3.499289035797119,0.0005931716586517709,0.2821265459060669,0.4580812454223633,1144530.5941669634
2033,3.526362657546997,0.0005931613291899809,0.27986907958984375,0.4583866596221924,1143768.015483095
2034,3.5115671157836914,0.0005931509920214443,0.28433892130851746,0.458172082901001,1144303.6788282122
2035,3.552945852279663,0.0005931406471464636,0.2876763939857483,0.45792078971862793,1144931.638334551
2036,3.516589403152466,0.000593130294565342,0.31667619943618774,0.4585878849029541,1143266.1377675717
2037,3.533263921737671,0.0005931199342783825,0.3255279064178467,0.45838475227355957,1143772.7747259578
2038,3.548147201538086,0.0005931095662858887,0.34250351786613464,0.4587900638580322,1142762.3248663803
2039,3.7157516479492188,0.0005930991905881641,0.39118215441703796,0.45808911323547363,1144510.9365227325
2040,3.668797492980957,0.0005930888071855125,0.40544143319129944,0.4578874111175537,1145015.1003723473
2041,3.675227642059326,0.000593078416078238,0.407722532749176,0.45803236961364746,1144652.7249640445
2042,3.6616051197052,0.0005930680172666449,0.33103734254837036,0.4586026668548584,1143229.2873384666
2043,3.643099069595337,0.000593057610751038,0.31904470920562744,0.4587533473968506,1142853.7861903768
2044,3.6656877994537354,0.0005930471965317216,0.362868070602417,0.4580376148223877,1144639.6169958706
2045,3.649205446243286,0.000593036774609001,0.3293352723121643,0.45815205574035645,1144353.699674599
2046,3.625460624694824,0.0005930263449831813,0.292987197637558,0.4576451778411865,1145621.161077633
2047,3.6474759578704834,0.000593015907654568,0.29528069496154785,0.4576249122619629,1145671.8940595535
2048,3.735318899154663,0.0005930054626234666,0.2929098606109619,0.45845603942871094,1143594.9249426909
2049,3.676887273788452,0.0005929950098901831,0.3154033124446869,0.45754122734069824,1145881.4390284445
2050,3.660111904144287,0.0005929845494550238,0.2940284013748169,0.45859241485595703,1143254.84464168
2051,3.6247642040252686,0.0005929740813182948,0.2848542332649231,0.45795321464538574,1144850.5725764593
2052,3.6234731674194336,0.0005929636054803026,0.2960054576396942,0.45848798751831055,1143515.2376354497
2053,3.633363723754883,0.0005929531219413542,0.28919538855552673,0.45829200744628906,1144004.240705519
2054,3.6345014572143555,0.0005929426307017564,0.26669198274612427,0.45776820182800293,1145313.2784373488
2055,3.6337239742279053,0.0005929321317618165,0.2805729806423187,0.4587404727935791,1142885.8605111905
2056,3.7054331302642822,0.0005929216251218423,0.33932948112487793,0.45789480209350586,1144996.6184436749
2057,3.6395840644836426,0.0005929111107821411,0.37415361404418945,0.45854735374450684,1143367.1914550455
2058,3.692038059234619,0.0005929005887430206,0.3436625003814697,0.46015000343322754,1139384.974656595
2059,3.6027207374572754,0.0005928900590047895,0.32952001690864563,0.4583454132080078,1143870.9429433427
2060,3.666566848754883,0.0005928795215677561,0.33331528306007385,0.4580113887786865,1144705.1598390245
2061,3.6701767444610596,0.0005928689764322286,0.3662731349468231,0.45853638648986816,1143394.5384650182
2062,3.586862802505493,0.000592858423598516,0.32570430636405945,0.4580662250518799,1144568.1242720305
2063,3.6719696521759033,0.0005928478630669277,0.3187517523765564,0.4582939147949219,1143999.479536204
2064,3.6501564979553223,0.0005928372948377724,0.40129539370536804,0.45851707458496094,1143442.6961625658
2065,3.61281156539917,0.0005928267189113598,0.4425623118877411,0.45853137969970703,1143407.0234044988
2066,3.6225779056549072,0.0005928161352879997,0.3530873954296112,0.45778465270996094,1145272.1206278047
2067,3.5522637367248535,0.000592805543968002,0.32601508498191833,0.45804762840270996,1144614.5935266197
2068,3.6052324771881104,0.000592794944951677,0.29572996497154236,0.45899009704589844,1142264.2958407267
2069,3.5794293880462646,0.0005927843382393348,0.29854264855384827,0.45872926712036133,1142913.7785151114
2070,3.5642507076263428,0.0005927737238312861,0.2813044488430023,0.4591207504272461,1141939.2382333209
2071,3.5542409420013428,0.0005927631017278421,0.2870580852031708,0.46009349822998047,1139524.90530073
2072,3.584298610687256,0.0005927524719293133,0.2882324755191803,0.4581577777862549,1144339.4075579722
2073,3.6103434562683105,0.0005927418344360115,0.29626959562301636,0.45833659172058105,1143892.9587354993
2074,3.5775341987609863,0.0005927311892482481,0.27340543270111084,0.4582791328430176,1144036.3796350153
2075,3.576787233352661,0.0005927205363663347,0.2868947386741638,0.45926809310913086,1141572.880560242
2076,3.528665065765381,0.0005927098757905831,0.2949931025505066,0.4586610794067383,1143083.6919455817
2077,3.6071341037750244,0.000592699207521306,0.33533143997192383,0.45874452590942383,1142875.7628456526
2078,3.5449681282043457,0.0005926885315588155,0.34071406722068787,1.6563284397125244,316536.2541809621
2079,3.574551820755005,0.0005926778479034243,0.328702449798584,0.45627546310424805,1149060.2550332905
2080,3.4872047901153564,0.0005926671565554453,0.35475847125053406,0.4588148593902588,1142700.56705825
2081,3.544245958328247,0.0005926564575151917,0.3547324538230896,0.4583728313446045,1143802.5208912098
2082,3.5454792976379395,0.0005926457507829765,0.35675540566444397,0.45900869369506836,1142218.01722191
2083,3.5243756771087646,0.0005926350363591136,0.3123841881752014,0.4585237503051758,1143426.048598473
2084,3.5340750217437744,0.0005926243142439166,0.27618101239204407,0.45916748046875,1141823.0216668881
2085,3.6392343044281006,0.0005926135844376993,0.2901918590068817,0.4588510990142822,1142610.3176527012
2086,3.6819188594818115,0.0005926028469407764,0.28552645444869995,0.4589192867279053,1142440.5449118812
2087,3.7033472061157227,0.0005925921017534621,0.29359784722328186,0.4602348804473877,1139174.848047908
2088,3.659127712249756,0.0005925813488760711,0.29761892557144165,0.4587123394012451,1142955.9551076181
2089,3.6712191104888916,0.000592570588308918,0.3654918968677521,1.0327985286712646,507638.21349989413
2090,3.6301212310791016,0.0005925598200523187,0.42157498002052307,0.4574403762817383,1146134.069453218
2091,3.676725387573242,0.0005925490441065877,0.429903507232666,0.4581623077392578,1144328.093218822
2092,3.7552762031555176,0.000592538260472041,0.4024026095867157,0.45816683769226074,1144316.7791034041
2093,3.6905055046081543,0.0005925274691489942,0.3633720576763153,0.45868897438049316,1143014.1757998546
2094,3.659191608428955,0.0005925166701377638,0.32629284262657166,0.4611802101135254,1136839.7613395853
2095,3.618804454803467,0.0005925058634386655,0.3103324770927429,0.45890235900878906,1142482.6865837895
2096,3.702500343322754,0.0005924950490520161,0.3055133521556854,0.45853519439697266,1143397.5110449265
2097,3.669990301132202,0.0005924842269781319,0.3021228611469269,0.4588041305541992,1142727.2883674814
2098,3.587022066116333,0.0005924733972173305,0.2943795323371887,0.45876407623291016,1142827.0589648872
2099,3.6197266578674316,0.0005924625597699285,0.28075575828552246,0.456911563873291,1147460.5622925174
2100,3.64255952835083,0.0005924517146362433,0.2977066934108734,0.4601271152496338,1139441.6512827263
2101,3.5803310871124268,0.000592440861816593,0.3183458149433136,0.45892763137817383,1142419.771992257
2102,3.6359732151031494,0.0005924300013112947,0.321471244096756,0.4597129821777344,1140468.118860519
2103,3.5906238555908203,0.0005924191331206671,0.33012285828590393,0.4585590362548828,1143338.0623832757
2104,3.6553447246551514,0.0005924082572450282,0.311041921377182,0.45841479301452637,1143697.8212511267
2105,3.6451728343963623,0.0005923973736846964,0.29158955812454224,0.45824480056762695,1144122.0922759308
2106,3.617344617843628,0.0005923864824399906,0.31440332531929016,0.45563387870788574,1150678.2627464135
2107,3.6490840911865234,0.0005923755835112298,0.31877392530441284,0.4606137275695801,1138237.8957014505
2108,3.595015048980713,0.0005923646768987328,0.3338228762149811,0.45986008644104004,1140103.2954557592
2109,3.5367841720581055,0.0005923537626028195,0.32243993878364563,0.4582374095916748,1144140.5459828812
2110,3.5715043544769287,0.0005923428406238091,0.28423628211021423,0.459047794342041,1142120.7256892903
2111,3.546776056289673,0.0005923319109620219,0.3038111925125122,0.4583146572113037,1143947.70437874
2112,3.524810791015625,0.0005923209736177777,0.31238269805908203,0.45868492126464844,1143024.275911395
2113,3.578554391860962,0.0005923100285913968,0.2907746732234955,0.45848989486694336,1143510.480535567
2114,3.5283024311065674,0.0005922990758831996,0.26650676131248474,0.45862317085266113,1143178.1761598664
2115,3.5610876083374023,0.0005922881154935072,0.27022576332092285,0.4586963653564453,1142995.7584089085
2116,3.559011459350586,0.0005922771474226405,0.2620714008808136,0.45871686935424805,1142944.6681088025
2117,3.577702522277832,0.0005922661716709202,0.3019486963748932,0.45897412300109863,1142304.0509818569
2118,3.5672647953033447,0.0005922551882386684,0.29816457629203796,0.45821118354797363,1144206.0316825686
2119,3.542307138442993,0.0005922441971262064,0.29028791189193726,0.45632147789001465,1148944.3854894927
2120,3.532043933868408,0.0005922331983338562,0.3060612678527832,0.459028959274292,1142167.5896633628
2121,3.525265693664551,0.0005922221918619401,0.32003289461135864,0.4589104652404785,1142462.505676924
2122,3.5356967449188232,0.0005922111777107799,0.3014999032020569,0.45880842208862305,1142716.5996938238
2123,3.5069665908813477,0.0005922001558806985,0.30705204606056213,0.4586350917816162,1143148.4624592247
2124,3.522580862045288,0.0005921891263720184,0.3273344933986664,0.45904970169067383,1142115.980184835
2125,3.5506622791290283,0.0005921780891850633,0.3431716561317444,0.4591860771179199,1141776.7787967182
2126,3.473466396331787,0.0005921670443201556,0.39066222310066223,0.4590036869049072,1142230.4764811571
2127,3.5641603469848633,0.000592155991777619,0.421042263507843,0.45882129669189453,1142684.534872555
2128,3.4187192916870117,0.0005921449315577775,0.3673810362815857,0.4588770866394043,1142545.6081052856
2129,3.5142006874084473,0.0005921338636609547,0.3414149582386017,0.4586174488067627,1143192.4392848546
2130,3.4298603534698486,0.0005921227880874749,0.31319117546081543,0.4585545063018799,1143349.357153293
2131,3.6368520259857178,0.0005921117048376622,0.34950822591781616,0.4582977294921875,1143989.957316464
2132,3.6561241149902344,0.0005921006139118414,0.3632947504520416,0.45889949798583984,1142489.809427026
2133,3.6888816356658936,0.0005920895153103372,0.3851875364780426,0.45890355110168457,1142479.7187586536
2134,3.67868971824646,0.0005920784090334746,0.37418118119239807,0.4589500427246094,1142363.9856039763
2135,3.811697244644165,0.0005920672950815791,0.4863816797733307,0.45801568031311035,1144694.4341328759
2136,3.6536030769348145,0.0005920561734549757,0.5598849654197693,0.45876455307006836,1142825.8711172135
2137,3.6630568504333496,0.0005920450441539906,0.4651244878768921,0.45831727981567383,1143941.1584281926
2138,3.609609365463257,0.0005920339071789494,0.3533840775489807,0.4581320285797119,1144403.7248942908
2139,3.637359380722046,0.0005920227625301785,0.298867404460907,0.45834827423095703,1143863.80286842
2140,3.6591780185699463,0.0005920116102080041,0.2988826334476471,0.45867109298706055,1143058.7364588736
2141,3.6828975677490234,0.0005920004502127526,0.30058717727661133,0.45819616317749023,1144243.5405049603
2142,3.6728909015655518,0.0005919892825447513,0.3067789375782013,0.4588754177093506,1142549.7635440594
2143,3.6773171424865723,0.0005919781072043267,0.2955157458782196,0.45806145668029785,1144580.039105811
2144,3.6065852642059326,0.0005919669241918066,0.2838585376739502,0.4582059383392334,1144219.1297220653
2145,3.59971284866333,0.0005919557335075181,0.2660718858242035,0.4586782455444336,1143040.911778343
2146,3.601795196533203,0.0005919445351517893,0.293247789144516,0.4587373733520508,1142893.5823758214
2147,3.622087001800537,0.0005919333291249478,0.26629123091697693,0.45896434783935547,1142328.3801196446
2148,3.6930789947509766,0.0005919221154273219,0.3023945391178131,0.4588484764099121,1142616.84838118
2149,3.6541693210601807,0.00059191089405924,0.2964777946472168,0.4601304531097412,1139433.3855902322
2150,3.6041951179504395,0.0005918996650210308,0.304931640625,0.46303725242614746,1132280.3883551934
2151,3.6430673599243164,0.0005918884283130231,0.28088486194610596,0.4585094451904297,1143461.7225436892
2152,3.625748872756958,0.0005918771839355458,0.28968876600265503,0.459303617477417,1141484.5867739723
2153,3.6236815452575684,0.0005918659318889284,0.26120343804359436,0.45917558670043945,1141802.8640578382
2154,3.5591371059417725,0.0005918546721735004,0.25292328000068665,0.4584658145904541,1143570.5418262093
2155,3.5563771724700928,0.0005918434047895913,0.3014407455921173,0.4582407474517822,1144132.2119769969
2156,3.5079309940338135,0.0005918321297375315,0.272905558347702,0.45797133445739746,1144805.2761231754
2157,3.514312505722046,0.0005918208470176507,0.29339003562927246,0.4581773281097412,1144290.5788529636
2158,3.54219388961792,0.0005918095566302798,0.3121979236602783,0.45935750007629395,1141350.690721109
2159,3.5716328620910645,0.0005917982585757491,0.30773067474365234,0.45868945121765137,1143012.987563173
2160,3.5218188762664795,0.0005917869528543898,0.28171098232269287,0.4587697982788086,1142812.8049557742
2161,3.496070384979248,0.0005917756394665326,0.278099000453949,0.45964670181274414,1140632.5726527027
2162,3.5411431789398193,0.0005917643184125089,0.2639395594596863,0.456035852432251,1149663.9950647051
2163,3.54364013671875,0.0005917529896926504,0.29625803232192993,0.46051907539367676,1138471.8419140622
2164,3.613889455795288,0.0005917416533072887,0.30296123027801514,0.457874059677124,1145048.4885946775
2165,3.543891429901123,0.000591730309256756,0.3262496888637543,0.45946717262268066,1141078.2559444152
2166,3.4539906978607178,0.0005917189575413845,0.2775532901287079,0.45877742767333984,1142793.8001633883
2167,3.5141584873199463,0.0005917075981615063,0.28554150462150574,0.4581897258758545,1144259.6164673816
2168,3.4098100662231445,0.0005916962311174544,0.2903757691383362,0.4587719440460205,1142807.4597940266
2169,3.467557668685913,0.0005916848564095616,0.29801949858665466,0.4576742649078369,1145548.3521792016
2170,3.483116865158081,0.000591673474038161,0.31574615836143494,0.4594740867614746,1141061.0850665274
2171,3.403000593185425,0.0005916620840035857,0.3324132263660431,0.45958757400512695,1140779.319664877
2172,3.48923659324646,0.0005916506863061699,0.34789517521858215,0.458507776260376,1143465.8846489638
2173,3.4210946559906006,0.0005916392809462467,0.346153199672699,0.45885753631591797,1142594.2879993017
2174,3.51285457611084,0.0005916278679241505,0.28645873069763184,0.45921850204467773,1141696.1591608336
2175,3.4782450199127197,0.0005916164472402152,0.3055710792541504,0.4589228630065918,1142431.6421395403
2176,3.41929292678833,0.0005916050188947758,0.28317686915397644,0.45934271812438965,1141387.4201397991
2177,3.445638656616211,0.0005915935828881664,0.28520259261131287,0.45917248725891113,1141810.5712949054
2178,3.6406219005584717,0.0005915821392207222,0.31131085753440857,0.45885562896728516,1142599.0374793462
2179,3.6526241302490234,0.0005915706878927784,0.3584558665752411,0.4585895538330078,1143261.977116286
2180,3.6598081588745117,0.0005915592289046701,0.39975810050964355,0.4583125114440918,1143953.060212183
2181,3.8626301288604736,0.0005915477622567332,0.491079181432724,0.4585447311401367,1143373.7308384236
2182,3.632673740386963,0.000591536287949303,0.49600955843925476,0.45860886573791504,1143213.8346396887
2183,3.7121505737304688,0.0005915248059827163,0.47477200627326965,0.45975637435913086,1140360.4805497734
2184,3.6629390716552734,0.0005915133163573085,0.4463505148887634,0.4589853286743164,1142276.162757308
2185,3.643829345703125,0.0005915018190734169,0.37899577617645264,0.45899224281311035,1142258.955808707
2186,3.6312291622161865,0.0005914903141313774,0.3130775988101959,0.4588785171508789,1142542.04632468
2187,3.6474719047546387,0.0005914788015315274,0.3006426692008972,0.45963454246520996,1140662.747381924
2188,3.6337742805480957,0.0005914672812742043,0.2975160777568817,0.45911526679992676,1141952.8774425928
2189,3.6224217414855957,0.0005914557533597447,0.2977108955383301,0.45876169204711914,1142832.9982402949
2190,3.613677740097046,0.0005914442177884869,0.27030205726623535,0.4583444595336914,1143873.3229881255
2191,3.659700632095337,0.0005914326745607684,0.2740265429019928,0.4580559730529785,1144593.7414713313
2192,3.642197608947754,0.0005914211236769272,0.2872884273529053,0.4561271667480469,1149433.8382383687
2193,3.5523345470428467,0.0005914095651373017,0.2776559591293335,0.4603879451751709,1138796.1077054616
2194,3.640474557876587,0.0005913979989422306,0.2734500467777252,0.45818519592285156,1144270.9294524626
2195,3.592961549758911,0.000591386425092052,0.2925369143486023,0.4569246768951416,1147427.6319733928
2196,3.636686086654663,0.0005913748435871055,0.2634691596031189,0.45984482765197754,1140141.1269037796
2197,3.6040499210357666,0.0005913632544277299,0.28213077783584595,0.4585459232330322,1143370.7583821604
2198,3.6132233142852783,0.0005913516576142646,0.273008793592453,0.4587857723236084,1142773.0143954619
2199,3.6034252643585205,0.0005913400531470496,0.2718021273612976,0.4594717025756836,1141067.0060005272
2200,3.605337381362915,0.0005913284410264243,0.26416170597076416,0.4587438106536865,1142877.5447736643
2201,3.558053731918335,0.0005913168212527287,0.2683420479297638,0.459583044052124,1140790.56393677
2202,3.4845449924468994,0.0005913051938263036,0.2578873336315155,0.45929622650146484,1141502.9554969093
2203,3.5895771980285645,0.0005912935587474889,0.28015515208244324,0.4583094120025635,1143960.796504584
2204,3.5198512077331543,0.000591281916016626,0.28145599365234375,0.4580531120300293,1144600.890661842
2205,3.526745319366455,0.0005912702656340552,0.32208052277565,0.4583101272583008,1143959.01119705
2206,3.505140542984009,0.0005912586076001181,0.3492627739906311,0.4581410884857178,1144381.0938960223
2207,3.579030990600586,0.000591246941915156,0.3497779667377472,0.4587898254394531,1142762.9187238608
2208,3.4824018478393555,0.0005912352685795105,0.29367178678512573,0.4585556983947754,1143346.3848237582
2209,3.5392234325408936,0.0005912235875935236,0.3133719861507416,0.4588165283203125,1142696.410522465
2210,3.504833459854126,0.0005912118989575372,0.3064262568950653,0.45943164825439453,1141166.4868800973
2211,3.5551986694335938,0.0005912002026718936,0.30228790640830994,0.457233190536499,1146653.4163559333
2212,3.5105700492858887,0.0005911884987369355,0.2862093448638916,0.45972633361816406,1140434.9972161027
2213,3.521811008453369,0.0005911767871530054,0.26545214653015137,0.4594395160675049,1141146.944624082
2214,3.4987244606018066,0.0005911650679204467,0.28845474123954773,0.4592416286468506,1141638.6653466232
2215,3.4924492835998535,0.000591153341039602,0.26144129037857056,0.45996832847595215,1139835.0006774664
2216,3.449131488800049,0.0005911416065108152,0.2781376242637634,0.45969295501708984,1140517.8049346192
