step,loss,dt_ms,tokens_per_sec
0,10.934289932250977,10494.466066360474,780.6018856222784
1,9.524833679199219,10499.353885650635,780.2384879317124
2,8.794486999511719,10404.178857803345,787.3759296108058
3,8.602992057800293,10190.322875976562,803.8999450461417
4,8.39909839630127,9995.879888534546,819.5376586503777
5,8.366087913513184,9801.149845123291,835.8202996025055
6,8.29930305480957,9711.65418624878,843.522621676487
7,7.979137897491455,9623.403072357178,851.2581192334318
8,7.70217752456665,9780.807971954346,837.5586171909191
9,7.659528732299805,10053.653001785278,814.8282021017937
10,7.634188652038574,9907.940149307251,826.8116153863498
11,7.468519687652588,9856.411218643188,831.13415403215
12,7.420923233032227,9754.25410270691,839.8386912769305
13,7.214875221252441,9820.05500793457,834.2112130106086
14,7.1090474128723145,9746.309995651245,840.5232342963881
15,6.935403347015381,9944.775104522705,823.7491460490068
16,6.835917949676514,9787.46485710144,836.9889567527972
17,6.835832595825195,9837.09979057312,832.7657718640186
18,6.696283340454102,9987.482786178589,820.2266952927008
19,6.534982204437256,9884.182929992676,828.7989060928954
20,6.578376770019531,9901.59010887146,827.3418622591001
21,6.437987804412842,9993.208885192871,819.7567061905654
22,6.5222272872924805,10219.053030014038,801.639836483826
23,6.384500980377197,10003.99112701416,818.8731773140851
24,6.3670735359191895,9958.127975463867,822.6445794013209
25,6.430105686187744,9841.679096221924,832.3782882887117
26,6.621318817138672,9854.732990264893,831.2756934249318
27,6.506889820098877,10040.493249893188,815.8961712450877
28,6.748153209686279,10139.294862747192,807.9457310289147
29,6.533900737762451,10080.909967422485,812.6250533407505
30,6.528393745422363,10004.690170288086,818.8159613706569
31,6.532508850097656,9915.127038955688,826.2123085074281
32,6.389846324920654,9830.497980117798,833.3250275386188
33,6.72426176071167,9753.6039352417,839.8946742547834
34,6.5757575035095215,9622.612953186035,851.3280166056808
35,6.454007625579834,9805.099964141846,835.4835779297406
36,6.517201900482178,9722.593069076538,842.5735749504206
37,6.5058488845825195,9920.270204544067,825.7839586110853
38,6.2739362716674805,10002.187013626099,819.0208790177529
39,6.310109615325928,9832.061052322388,833.1925479719233
40,6.593851566314697,9741.991996765137,840.8957842215619
41,6.349668025970459,9698.925018310547,844.6296867471775
42,6.370172023773193,9763.126134872437,839.0755058197387
43,6.0977301597595215,9899.87301826477,827.4853611643472
44,6.040722846984863,9800.398826599121,835.8843497028112
45,6.098987102508545,9870.257139205933,829.9682454533348
46,6.221179962158203,9826.083898544312,833.699374499907
47,6.1878790855407715,9941.041707992554,824.0585082158611
48,6.061581611633301,9992.664813995361,819.8013395312314
49,5.919716835021973,9706.023931503296,844.0119309216664
