step,loss,dt_ms,tokens_per_sec
0,10.93425178527832,448.7018585205078,18257.111809189413
1,9.524872779846191,274.78551864624023,29812.34251484121
2,8.7943754196167,273.8673686981201,29912.28943755588
3,8.602801322937012,274.0917205810547,29887.805376366534
4,8.399197578430176,274.5511531829834,29837.791264129857
5,8.366096496582031,274.11627769470215,29885.127832955128
6,8.299159049987793,274.4259834289551,29851.40072248585
7,7.979194641113281,275.357723236084,29750.391250062774
8,7.7022223472595215,275.7885456085205,29703.916752323985
9,7.659361839294434,275.64382553100586,29719.512070400146
10,7.634099960327148,275.6519317626953,29718.63809411781
11,7.468544960021973,275.7742404937744,29705.457570410512
12,7.420929908752441,275.59661865234375,29724.602718489605
13,7.214743137359619,275.88486671447754,29693.54607071715
14,7.108853340148926,275.6202220916748,29722.05717646957
15,6.935227394104004,275.6204605102539,29722.031466148113
16,6.835756301879883,275.84171295166016,29698.191445887685
17,6.835507392883301,275.55108070373535,29729.51504700431
18,6.695702075958252,275.76375007629395,29706.587605272874
19,6.534336566925049,275.585412979126,29725.81136077945
20,6.5777788162231445,276.1340141296387,29666.754477244667
21,6.437063694000244,276.4885425567627,29628.71417472279
22,6.523114204406738,274.3375301361084,29861.025561962535
23,6.384340286254883,274.045467376709,29892.84981947574
24,6.367503643035889,274.8761177062988,29802.51637849831
25,6.42969274520874,275.6617069244385,29717.584249906376
26,6.623795032501221,275.79736709594727,29702.9666608459
27,6.508471488952637,275.493860244751,29735.6899087412
28,6.7504191398620605,275.9110927581787,29690.723624438866
29,6.535142421722412,276.20744705200195,29658.86722980963
30,6.528987407684326,276.12853050231934,29667.343628336846
31,6.532370567321777,277.7869701385498,29490.224094795143
32,6.390982151031494,276.9646644592285,29577.780313581952
33,6.725611686706543,275.89964866638184,29691.955171373833
34,6.578877925872803,276.0441303253174,29676.41438470634
35,6.457635879516602,275.8052349090576,29702.11933323594
36,6.520630359649658,275.71678161621094,29711.64813392826
37,6.512868881225586,276.71051025390625,29604.947034657696
38,6.279302597045898,276.31235122680664,29647.607005724207
39,6.313157558441162,276.0646343231201,29674.210244589554
40,6.589251518249512,275.77829360961914,29705.020989056782
41,6.367196559906006,276.1342525482178,29666.728862510587
42,6.386523723602295,276.08752250671387,29671.75019581259
43,6.095569610595703,275.7422924041748,29708.899308026394
44,6.05006742477417,275.8207321166992,29700.450495990928
45,6.107161521911621,275.7837772369385,29704.43034059207
46,6.228071212768555,275.47240257263184,29738.006143247232
47,6.204714775085449,275.6528854370117,29718.535276758128
48,6.066130638122559,276.33047103881836,29645.662923830085
49,5.917516708374023,275.9528160095215,29686.234474655055
