step,loss,dt_ms,tokens_per_sec
0,10.934289932250977,7079.952001571655,1157.069991178116
1,12.310778617858887,4471.062898635864,1832.2265165402628
2,12.338244438171387,2348.217248916626,3488.603962763438
3,12.752314567565918,2431.6980838775635,3368.839270925078
4,12.596888542175293,3198.930025100708,2560.856266226737
5,12.382354736328125,2506.7789554595947,3267.9387156009025
6,12.311372756958008,2739.003896713257,2990.868326193408
7,12.206550598144531,2287.806987762451,3580.7216447100895
8,12.197373390197754,1635.927677154541,5007.556332960145
9,11.948787689208984,1619.262933731079,5059.091904934876
10,11.78232192993164,1688.9121532440186,4850.459500966358
11,11.513855934143066,1665.5309200286865,4918.551737159526
12,11.234346389770508,1667.294979095459,4913.347729532734
13,11.263439178466797,2297.961950302124,3564.898017098568
14,11.244552612304688,1616.5642738342285,5067.537451245228
15,11.28735065460205,1384.2172622680664,5918.146105602853
16,11.357709884643555,1602.207899093628,5112.944459101862
17,11.221654891967773,1664.7799015045166,4920.770603126947
18,11.184847831726074,1733.3321571350098,4726.157053210386
19,11.02970027923584,1693.3131217956543,4837.85301994996
20,11.020074844360352,2341.9289588928223,3497.971178371216
21,11.051871299743652,1641.284704208374,4991.212054188473
22,10.782376289367676,1619.2519664764404,5059.12617035515
23,10.896814346313477,1625.4878044128418,5039.717909762548
24,10.871134757995605,1617.5649166107178,5064.402618946935
25,10.729952812194824,1610.0599765777588,5088.009216533905
26,10.922805786132812,1613.9566898345947,5075.724802032669
27,10.88724422454834,1623.838186264038,5044.837637946747
28,10.785200119018555,1627.3720264434814,5033.882767361497
29,10.920909881591797,1622.2171783447266,5049.878714981264
30,10.8040132522583,1653.33890914917,4954.821999692556
31,10.98641300201416,1614.9170398712158,5072.706397756063
32,10.871807098388672,1651.3080596923828,4960.915652241208
33,10.79198932647705,1454.591989517212,5631.819822353742
34,10.774208068847656,1587.6526832580566,5159.818697367121
35,10.74752140045166,1641.6289806365967,4990.165315443735
36,10.788562774658203,2380.1982402801514,3441.730130443166
37,10.807771682739258,2317.1489238739014,3535.3791530603435
38,10.853623390197754,2579.8709392547607,3175.352640844273
39,10.894021987915039,1999.3112087249756,4097.411130518444
40,10.887460708618164,1430.6941032409668,5725.892055780879
41,10.612343788146973,2180.7899475097656,3756.436977964984
42,11.30895709991455,2100.695848464966,3899.660203539752
43,10.691946029663086,1387.0179653167725,5906.196029789045
44,10.769166946411133,1490.4251098632812,5496.418401560252
45,10.699918746948242,2234.6930503845215,3665.8278409155164
46,10.608792304992676,2180.9489727020264,3756.1630751272223
47,10.549220085144043,1414.2699241638184,5792.387902785594
48,10.680517196655273,1537.6229286193848,5327.704112318037
49,10.767852783203125,1600.4550457000732,5118.544267775196
