step,loss,dt_ms,tokens_per_sec
0,10.934289932250977,4023.3688354492188,2036.1046513612375
1,9.524833679199219,2608.7851524353027,3140.158932732641
2,8.794485092163086,2338.3867740631104,3503.269899942954
3,9.486984252929688,2620.414972305298,3126.222406214206
4,9.734638214111328,2547.071933746338,3216.242105872083
5,11.195355415344238,2481.851816177368,3300.761127881355
6,11.083221435546875,2195.7130432128906,3730.906470370557
7,13.122562408447266,2109.973192214966,3882.5137827463886
8,13.357739448547363,1913.6829376220703,4280.750922187415
9,13.089609146118164,4937.436103820801,1659.16071170231
10,12.840222358703613,3161.7047786712646,2591.007248767471
11,12.627893447875977,2400.4979133605957,3412.625336770881
12,12.558417320251465,1995.1400756835938,4105.977369630641
13,12.70322036743164,1818.3629512786865,4505.151182407959
14,12.72315788269043,1801.2049198150635,4548.066635772405
15,10.038420677185059,2419.4066524505615,3385.9541519002237
16,9.528999328613281,1898.41890335083,4315.169842409701
17,12.73819351196289,2324.3370056152344,3524.4458872398495
18,12.877177238464355,2338.6013507843018,3502.94845987865
19,12.777318954467773,4363.399982452393,1877.4350352808574
20,12.66126823425293,2967.839241027832,2760.2573234940173
21,12.632877349853516,1919.1951751708984,4268.455916303837
22,12.381103515625,2141.765832901001,3824.8812611339567
23,12.486489295959473,1877.5129318237305,4363.218948400353
24,12.062121391296387,1879.8089027404785,4357.889777017917
25,11.714475631713867,2469.5208072662354,3317.2427524789964
26,11.843875885009766,2511.910915374756,3261.262152992326
27,11.967313766479492,2733.621835708618,2996.756864095082
28,11.849369049072266,2621.3648319244385,3125.0896098983512
29,11.724702835083008,4025.001049041748,2035.2789726477984
30,11.548028945922852,2252.0439624786377,3637.5844062048177
31,11.644433975219727,2275.10404586792,3600.714444193636
32,11.489641189575195,2053.7707805633545,3988.7606141484366
33,11.4583740234375,1392.8110599517822,5881.630492138394
34,11.387728691101074,1765.6188011169434,4639.733103667497
35,11.266237258911133,2363.8699054718018,3465.5037407250925
36,11.353082656860352,1900.7351398468018,4309.91137495373
37,11.225555419921875,2361.6838455200195,3468.711536279405
38,11.378135681152344,2299.567937850952,3562.408339914404
39,11.212387084960938,1547.7759838104248,5292.755596215127
40,10.838601112365723,2323.3656883239746,3525.9193338219306
41,10.904217720031738,2175.265073776245,3765.977810593329
42,10.863353729248047,1971.0659980773926,4156.126688802202
43,10.868852615356445,2445.024013519287,3350.4783407868067
44,11.033116340637207,2113.274097442627,3876.4493493359555
45,10.943523406982422,1686.647891998291,4856.9710600914805
46,10.85138988494873,1710.616111755371,4788.917831244833
47,10.857789993286133,2401.660203933716,3410.973786625684
48,10.986763000488281,2011.0280513763428,4073.5384045953087
49,10.960023880004883,2220.5779552459717,3689.1296613329564
