step,loss,dt_ms,tokens_per_sec
0,10.934289932250977,3825.932025909424,2141.1776122846204
1,9.524833679199219,3280.2810668945312,2497.3469751344915
2,10.601035118103027,2955.9621810913086,2771.3480410549787
3,12.03626823425293,2650.1827239990234,3091.1076152660858
4,12.49316692352295,2749.7098445892334,2979.223431926784
5,12.604634284973145,2227.6809215545654,3677.3668619845666
6,12.765727043151855,2179.7802448272705,3758.1770086411384
7,12.675350189208984,1872.8199005126953,4374.152580158611
8,12.407919883728027,2673.7709045410156,3063.83766316219
9,11.882838249206543,3881.136894226074,2110.7217352181397
10,12.245616912841797,2391.845226287842,3424.970775686031
11,11.840959548950195,4069.628953933716,2012.9599265017976
12,11.561929702758789,2162.421941757202,3788.344837706887
13,11.430316925048828,2327.2719383239746,3520.001193285393
14,11.268716812133789,1590.285062789917,5151.277712203599
15,11.154419898986816,1815.1249885559082,4513.187825438654
16,11.15709114074707,2358.1087589263916,3473.9703879178514
17,11.015789031982422,2135.248899459839,3836.5550742456103
18,10.91865062713623,2068.76802444458,3959.8446530511205
19,10.760498046875,1822.8538036346436,4494.052119630067
20,10.694067001342773,4086.690902709961,2004.5558117859446
21,10.644855499267578,2223.109006881714,3684.929517464672
22,10.478925704956055,2372.3630905151367,3453.0970544737243
23,10.471454620361328,1603.119134902954,5110.038188456848
24,10.409162521362305,1396.4200019836426,5866.429862335902
25,10.317373275756836,1902.7819633483887,4305.275201150354
26,10.337667465209961,3846.882104873657,2129.516781817011
27,10.342981338500977,3265.4857635498047,2508.6619857422806
28,10.298789978027344,2640.622138977051,3102.2992192186553
29,10.335638046264648,1879.5280456542969,4358.540974656337
30,10.314889907836914,2272.3400592803955,3605.0942140210486
31,10.425024032592773,2069.55885887146,3958.331489285178
32,10.319892883300781,2537.4720096588135,3228.4099957821763
33,10.302374839782715,2431.0052394866943,3369.7994010616517
34,10.277613639831543,2343.2610034942627,3495.982729958002
35,10.27145004272461,4362.174987792969,1877.9622603229682
36,10.358701705932617,2594.5119857788086,3157.43386228411
37,10.424842834472656,2171.877145767212,3771.8523885964046
38,10.418632507324219,1620.110034942627,5056.44667541986
39,10.453804016113281,1628.8280487060547,5029.38293978161
40,10.534597396850586,1592.6449298858643,5143.644918134435
41,10.343057632446289,1789.4320487976074,4577.9888683141335
42,10.27763557434082,1610.5132102966309,5086.577339214227
43,10.430887222290039,1617.3350811004639,5065.122308746321
44,10.432485580444336,1673.4249591827393,4895.349477756551
45,10.354063987731934,2194.195032119751,3733.4876253392736
46,10.29790210723877,1808.1090450286865,4530.700193400133
47,10.379106521606445,1949.0339756011963,4203.107848580786
48,10.432985305786133,2065.4258728027344,3966.252242634904
49,10.500374794006348,2096.370220184326,3907.706721420469
